game_id,season,season_type,week,fav_team,dog_team,trigger_play_id,play_number,trigger_play_type,quarter,drive_number_in_game,fav_deficit,dog_score_at_trigger,fav_score_at_trigger,dog_points_from_explosives,dog_points_from_sustained,dog_points_from_returns,bucket_sum,delta,dog_explosive_play_count
400868973,2016,regular,1,Kentucky,Southern Miss,400868973101906201,9,Rushing Touchdown,1,2,7,7,0,12,0,0,12,-5,8
400868974,2016,regular,1,LSU,Wisconsin,400868974102958601,10,Field Goal Good,2,9,3,3,0,9,3,0,12,-9,6
400868978,2016,regular,1,Texas A&M,UCLA,400868978101886101,5,Field Goal Good,1,2,3,3,0,6,0,0,6,-3,5
400868979,2016,regular,1,Florida State,Ole Miss,400868979102875701,13,Passing Touchdown,2,7,10,14,3,24,0,0,24,-10,12
400869092,2016,regular,1,Minnesota,Oregon State,400869092101944701,11,Passing Touchdown,1,4,3,7,0,6,6,2,14,-7,7
400869092,2016,regular,1,Minnesota,Oregon State,400869092101944701,11,Passing Touchdown,1,4,7,7,0,6,6,2,14,-7,7
400869264,2016,regular,1,Ohio,Texas State,400869264102998401,11,Rushing Touchdown,2,16,3,14,6,27,0,0,27,-13,8
400869264,2016,regular,1,Ohio,Texas State,400869264102998401,11,Rushing Touchdown,2,16,7,14,6,27,0,0,27,-13,8
400869265,2016,regular,1,Arkansas State,Toledo,400869265102884101,15,Passing Touchdown,2,7,3,7,3,9,12,0,21,-14,7
400869265,2016,regular,1,Arkansas State,Toledo,400869265102938501,11,Rushing Touchdown,2,9,7,14,3,9,6,0,15,-1,7
400869265,2016,regular,1,Arkansas State,Toledo,400869265102938501,11,Rushing Touchdown,2,9,10,14,3,9,6,0,15,-1,7
400868981,2016,regular,2,TCU,Arkansas,400868981102899001,8,Interception Return Touchdown,2,6,7,13,0,12,6,0,18,-5,6
400868981,2016,regular,2,TCU,Arkansas,400868981102899001,8,Interception Return Touchdown,2,6,10,13,0,12,6,0,18,-5,6
400868991,2016,regular,2,Vanderbilt,Middle Tennessee,400868991101975803,11,Passing Touchdown,1,6,3,10,5,0,12,2,14,-4,4
400869435,2016,regular,2,NC State,East Carolina,400869435101899001,8,Field Goal Good,1,2,3,3,0,12,0,0,12,-9,6
400869435,2016,regular,2,NC State,East Carolina,400869435102879901,17,Field Goal Good,2,6,10,12,0,27,0,0,27,-15,8
400868948,2016,regular,3,Notre Dame,Michigan State,400868948102997601,12,Passing Touchdown,2,11,3,15,7,18,0,0,18,-3,8
400868948,2016,regular,3,Notre Dame,Michigan State,400868948102997601,12,Passing Touchdown,2,11,7,15,7,18,0,0,18,-3,8
400868998,2016,regular,3,Georgia,Missouri,400868998101917901,8,Field Goal Good,1,3,10,10,0,6,6,0,12,-2,5
400869109,2016,regular,3,Arizona State,UTSA,400869109101944101,14,Passing Touchdown,1,2,3,7,3,12,6,0,18,-11,7
400869116,2016,regular,3,Washington State,Idaho,400869116101905201,11,Field Goal Good,1,2,3,3,0,0,3,6,9,-6,1
400869361,2016,regular,3,Baylor,Rice,400869361102866801,17,Field Goal Good,2,8,3,3,0,6,0,0,6,-3,4
400869362,2016,regular,3,Southern Miss,Troy,400869362101947701,5,Field Goal Good,1,8,10,17,7,12,9,0,21,-4,7
400869440,2016,regular,3,Florida State,Louisville,400869440102998701,8,Rushing Touchdown,2,13,21,35,10,30,6,0,36,-1,13
400869442,2016,regular,3,Oklahoma State,Pittsburgh,400869442101944801,10,Field Goal Good,1,4,3,10,7,18,0,6,24,-14,12
400869518,2016,regular,3,Maryland,UCF,400869518101997501,9,Passing Touchdown,1,7,3,7,0,12,0,0,12,-5,9
400869518,2016,regular,3,Maryland,UCF,400869518101997501,9,Passing Touchdown,1,7,7,7,0,12,0,0,12,-5,9
400868960,2016,regular,4,Mississippi State,Massachusetts,400868960102985101,15,Passing Touchdown,2,12,7,14,6,12,6,0,18,-4,3
400869118,2016,regular,4,Utah,USC,400869118102996401,14,Field Goal Good,2,11,7,17,10,12,0,6,18,-1,10
400869120,2016,regular,4,Arizona State,California,400869120101899901,10,Passing Touchdown,1,3,3,7,0,15,0,0,15,-8,11
400869120,2016,regular,4,Arizona State,California,400869120101899901,10,Passing Touchdown,1,3,7,7,0,15,0,0,15,-8,11
400869120,2016,regular,4,Arizona State,California,400869120102886501,15,Passing Touchdown,2,9,10,14,3,24,0,0,24,-10,11
400869120,2016,regular,4,Arizona State,California,400869120102968001,13,Field Goal Good,2,13,14,17,3,21,0,0,21,-4,11
400869122,2016,regular,4,Oregon,Colorado,400869122101888301,9,Rushing Touchdown,1,2,3,7,0,12,0,0,12,-5,8
400869122,2016,regular,4,Oregon,Colorado,400869122101888301,9,Rushing Touchdown,1,2,7,7,0,12,0,0,12,-5,8
400869122,2016,regular,4,Oregon,Colorado,400869122101936401,9,Field Goal Good,1,4,10,10,0,12,0,0,12,-2,8
400869201,2016,regular,4,Wyoming,Eastern Michigan,400869201103915301,15,Field Goal Good,3,15,3,20,17,21,0,0,21,-1,10
400869202,2016,regular,4,Tulsa,Fresno State,400869202101959801,12,Rushing Touchdown,1,8,21,21,0,27,0,0,27,-6,8
400869205,2016,regular,4,UNLV,Idaho,400869205102885101,9,Field Goal Good,2,9,10,10,0,6,6,6,18,-8,6
400869288,2016,regular,4,Central Michigan,Virginia,400869288101905701,5,Passing Touchdown,1,4,3,7,0,12,0,0,12,-5,4
400869288,2016,regular,4,Central Michigan,Virginia,400869288101905701,5,Passing Touchdown,1,4,7,7,0,12,0,0,12,-5,4
400869288,2016,regular,4,Central Michigan,Virginia,400869288101939701,6,Rushing Touchdown,1,6,10,15,0,18,0,0,18,-3,5
400869288,2016,regular,4,Central Michigan,Virginia,400869288101939701,6,Rushing Touchdown,1,6,14,15,0,18,0,0,18,-3,5
400869288,2016,regular,4,Central Michigan,Virginia,400869288102857401,12,Passing Touchdown,2,8,21,21,0,30,6,0,36,-15,7
400869363,2016,regular,4,Temple,Charlotte,400869363101995701,19,Passing Touchdown,1,4,3,7,3,12,0,0,12,-5,5
400869449,2016,regular,4,North Carolina,Pittsburgh,400869449101978301,15,Field Goal Good,1,3,3,5,0,27,0,2,29,-24,9
400869526,2016,regular,4,Tulane,Louisiana,400869526101948301,11,Field Goal Good,1,3,3,3,0,12,12,0,24,-21,4
400869659,2016,regular,4,Michigan State,Wisconsin,400869659101997401,17,Passing Touchdown,1,4,3,7,3,9,6,6,21,-14,5
400869013,2016,regular,5,Tennessee,Georgia,400869013101986601,11,Rushing Touchdown,1,5,3,7,0,12,0,6,18,-11,5
400869013,2016,regular,5,Tennessee,Georgia,400869013101986601,11,Rushing Touchdown,1,5,7,7,0,12,0,6,18,-11,5
400869013,2016,regular,5,Tennessee,Georgia,400869013102887801,13,Field Goal Good,2,7,10,10,0,18,0,6,24,-14,6
400869125,2016,regular,5,Arizona,UCLA,400869125104858401,11,Rushing Touchdown,4,25,21,31,10,30,3,0,33,-2,10
400869208,2016,regular,5,Colorado State,Wyoming,400869208101906901,9,Field Goal Good,1,2,3,3,0,24,0,0,24,-21,13
400869208,2016,regular,5,Colorado State,Wyoming,400869208102989501,10,Interception Return Touchdown,2,13,7,24,14,27,0,0,27,-3,13
400869208,2016,regular,5,Colorado State,Wyoming,400869208102989501,10,Interception Return Touchdown,2,13,10,24,14,27,0,0,27,-3,13
400869212,2016,regular,5,San Diego State,South Alabama,400869212101896101,9,Rushing Touchdown,1,2,3,7,0,6,6,0,12,-5,3
400869212,2016,regular,5,San Diego State,South Alabama,400869212101896101,9,Rushing Touchdown,1,2,7,7,0,6,6,0,12,-5,3
400869293,2016,regular,5,Akron,Kent State,400869293101974801,7,Rushing Touchdown,1,6,3,7,3,3,6,0,9,-2,5
400869375,2016,regular,5,Southern Miss,Rice,400869375102909601,9,Passing Touchdown,2,9,3,7,3,18,0,0,18,-11,10
400869453,2016,regular,5,Clemson,Louisville,400869453102858101,12,Rushing Touchdown,2,7,3,7,0,21,0,0,21,-14,16
400869453,2016,regular,5,Clemson,Louisville,400869453102858101,12,Rushing Touchdown,2,7,7,7,0,21,0,0,21,-14,16
400869455,2016,regular,5,Florida State,North Carolina,400869455101924201,10,Passing Touchdown,1,2,3,7,0,21,0,0,21,-14,11
400869455,2016,regular,5,Florida State,North Carolina,400869455101924201,10,Passing Touchdown,1,2,7,7,0,21,0,0,21,-14,11
400869606,2016,regular,5,West Virginia,Kansas State,400869606102879001,13,Field Goal Good,2,7,10,10,0,12,0,0,12,-2,6
400869620,2016,regular,5,Oklahoma State,Texas,400869620102898601,15,Rushing Touchdown,2,8,3,19,16,24,0,0,24,-5,10
400869662,2016,regular,5,Iowa,Northwestern,400869662102896601,9,Passing Touchdown,2,8,10,17,7,12,6,0,18,-1,5
400869666,2016,regular,5,Penn State,Minnesota,400869666101994401,11,Field Goal Good,1,5,3,3,0,6,3,0,9,-6,8
400869666,2016,regular,5,Penn State,Minnesota,400869666102999801,13,Field Goal Good,2,11,10,13,3,15,3,0,18,-5,9
400868927,2016,regular,6,Michigan State,BYU,400868927103954701,14,Passing Touchdown,3,11,3,10,7,12,0,0,12,-2,6
400869134,2016,regular,6,California,Oregon State,400869134101925701,13,Field Goal Good,1,2,3,3,0,30,6,0,36,-33,12
400869134,2016,regular,6,California,Oregon State,400869134101984901,9,Rushing Touchdown,1,4,7,10,0,18,0,0,18,-8,10
400869134,2016,regular,6,California,Oregon State,400869134101984901,9,Rushing Touchdown,1,4,10,10,0,18,0,0,18,-8,10
400869134,2016,regular,6,California,Oregon State,400869134102938801,11,Rushing Touchdown,2,6,14,17,3,24,6,0,30,-13,11
400869213,2016,regular,6,Air Force,Wyoming,400869213102954801,16,Passing Touchdown,2,9,10,14,3,18,0,6,24,-10,6
400869299,2016,regular,6,Central Michigan,Ball State,400869299101967803,15,Rushing Touchdown,1,3,3,7,3,6,6,0,12,-5,2
400869301,2016,regular,6,Buffalo,Kent State,400869301103997001,13,Rushing Touchdown,3,16,21,27,6,21,6,6,33,-6,6
400869378,2016,regular,6,UTEP,Florida International,400869378101915601,9,Field Goal Good,1,2,3,3,0,12,0,0,12,-9,10
400869378,2016,regular,6,UTEP,Florida International,400869378103945901,13,Passing Touchdown,3,12,7,20,7,24,0,0,24,-4,12
400869378,2016,regular,6,UTEP,Florida International,400869378103945901,13,Passing Touchdown,3,12,10,20,7,24,0,0,24,-4,12
400869459,2016,regular,6,North Carolina,Virginia Tech,400869459101906601,4,Field Goal Good,1,5,3,3,0,6,0,0,6,-3,1
400869459,2016,regular,6,North Carolina,Virginia Tech,400869459102984901,6,Passing Touchdown,2,15,7,13,3,6,15,0,21,-8,4
400869459,2016,regular,6,North Carolina,Virginia Tech,400869459102984901,6,Passing Touchdown,2,15,10,13,3,6,15,0,21,-8,4
400869531,2016,regular,6,Memphis,Temple,400869531101925201,10,Field Goal Good,1,3,3,3,0,6,3,0,9,-6,6
400869531,2016,regular,6,Memphis,Temple,400869531102978401,15,Rushing Touchdown,2,12,7,13,0,6,12,0,18,-5,7
400869531,2016,regular,6,Memphis,Temple,400869531102978401,15,Rushing Touchdown,2,12,10,13,0,6,12,0,18,-5,7
400869536,2016,regular,6,Houston,Navy,400869536102896601,10,Rushing Touchdown,2,7,3,17,13,12,9,8,29,-12,10
400869590,2016,regular,6,Oklahoma State,Iowa State,400869590101944601,14,Field Goal Good,1,3,3,3,0,24,0,0,24,-21,10
400869599,2016,regular,6,TCU,Kansas,400869599101939701,10,Rushing Touchdown,1,5,3,7,0,12,3,0,15,-8,7
400869599,2016,regular,6,TCU,Kansas,400869599101939701,10,Rushing Touchdown,1,5,7,7,0,12,3,0,15,-8,7
400869667,2016,regular,6,Illinois,Purdue,400869667101979701,9,Rushing Touchdown,1,5,3,7,3,12,3,0,15,-8,6
400869667,2016,regular,6,Illinois,Purdue,400869667102904001,12,Rushing Touchdown,2,7,7,14,6,18,6,0,24,-10,6
400869824,2016,regular,6,UL Monroe,Idaho,400869824101976301,10,Field Goal Good,1,5,7,9,0,15,3,6,24,-15,4
400869220,2016,regular,7,Boise State,Colorado State,400869220101927501,13,Field Goal Good,1,2,3,3,0,12,0,0,12,-9,6
400869308,2016,regular,7,Ohio,Eastern Michigan,400869308101908701,13,Field Goal Good,1,2,3,3,0,12,0,0,12,-9,4
400869466,2016,regular,7,Virginia Tech,Syracuse,400869466102999501,11,Field Goal Good,2,15,14,17,3,18,0,0,18,-1,8
400869627,2016,regular,7,Texas Tech,West Virginia,400869627102929601,10,Passing Touchdown,2,9,10,17,7,21,0,0,21,-4,14
400869644,2016,regular,7,Ohio State,Wisconsin,400869644101909601,8,Field Goal Good,1,2,3,3,0,6,0,0,6,-3,9
400869723,2016,regular,7,Miami,North Carolina,400869723101886701,10,Field Goal Good,1,2,3,3,0,6,0,0,6,-3,9
400869723,2016,regular,7,Miami,North Carolina,400869723101986501,14,Passing Touchdown,1,4,7,10,0,9,3,0,12,-2,9
400869723,2016,regular,7,Miami,North Carolina,400869723101986501,14,Passing Touchdown,1,4,10,10,0,9,3,0,12,-2,9
400869031,2016,regular,8,Mississippi State,Kentucky,400869031102896301,8,Field Goal Good,2,8,3,3,0,18,0,0,18,-15,12
400869032,2016,regular,8,LSU,Ole Miss,400869032101955101,11,Field Goal Good,1,4,10,10,0,6,6,0,12,-2,1
400869033,2016,regular,8,Missouri,Middle Tennessee,400869033101889901,5,Passing Touchdown,1,2,3,7,0,6,9,0,15,-8,5
400869033,2016,regular,8,Missouri,Middle Tennessee,400869033101889901,5,Passing Touchdown,1,2,7,7,0,6,9,0,15,-8,5
400869033,2016,regular,8,Missouri,Middle Tennessee,400869033101924201,4,Field Goal Good,1,4,10,10,0,6,6,0,12,-2,4
400869142,2016,regular,8,UCLA,Utah,400869142101886101,4,Rushing Touchdown,1,3,10,14,0,18,0,6,24,-10,8
400869142,2016,regular,8,UCLA,Utah,400869142101886101,4,Rushing Touchdown,1,3,14,14,0,18,0,6,24,-10,8
400869225,2016,regular,8,Air Force,Hawai'i,400869225102999201,9,Rushing Touchdown,2,9,3,10,7,12,9,0,21,-11,6
400869225,2016,regular,8,Air Force,Hawai'i,400869225102999204,10,End of Half,2,9,7,17,7,15,15,0,30,-13,6
400869225,2016,regular,8,Air Force,Hawai'i,400869225102999204,10,End of Half,2,9,10,17,7,15,15,0,30,-13,6
400869226,2016,regular,8,UNLV,Colorado State,400869226101987101,10,Rushing Touchdown,1,3,10,14,0,12,6,0,18,-4,7
400869226,2016,regular,8,UNLV,Colorado State,400869226101987101,10,Rushing Touchdown,1,3,14,14,0,12,6,0,18,-4,7
400869226,2016,regular,8,UNLV,Colorado State,400869226102949201,13,Rushing Touchdown,2,7,21,21,0,18,6,0,24,-3,7
400869316,2016,regular,8,Bowling Green,Miami (OH),400869316102945101,13,Passing Touchdown,2,9,3,19,10,24,0,2,26,-7,7
400869316,2016,regular,8,Bowling Green,Miami (OH),400869316102945101,13,Passing Touchdown,2,9,7,19,10,24,0,2,26,-7,7
400869468,2016,regular,8,Boston College,Syracuse,400869468101928401,13,Rushing Touchdown,1,3,3,7,3,12,0,0,12,-5,9
400869542,2016,regular,8,South Florida,Temple,400869542102999401,5,Field Goal Good,2,9,7,20,13,12,12,2,26,-6,8
400869545,2016,regular,8,Houston,SMU,400869545101927401,11,Rushing Touchdown,1,3,3,7,0,18,9,0,27,-20,9
400869545,2016,regular,8,Houston,SMU,400869545101927401,11,Rushing Touchdown,1,3,7,7,0,18,9,0,27,-20,9
400869545,2016,regular,8,Houston,SMU,400869545102854701,8,Passing Touchdown,2,7,10,14,0,12,9,0,21,-7,8
400869545,2016,regular,8,Houston,SMU,400869545102854701,8,Passing Touchdown,2,7,14,14,0,12,9,0,21,-7,8
400869675,2016,regular,8,Michigan State,Maryland,400869675101974801,10,Rushing Touchdown,1,4,3,8,0,18,0,0,18,-10,9
400869675,2016,regular,8,Michigan State,Maryland,400869675101974801,10,Rushing Touchdown,1,4,7,8,0,18,0,0,18,-10,9
400869039,2016,regular,9,Tennessee,South Carolina,400869039103985001,12,Field Goal Good,3,17,10,17,7,12,6,0,18,-1,7
400869317,2016,regular,9,Akron,Buffalo,400869317102937701,6,Rushing Touchdown,2,13,3,10,3,18,0,0,18,-8,11
400869317,2016,regular,9,Akron,Buffalo,400869317102937701,6,Rushing Touchdown,2,13,7,10,3,18,0,0,18,-8,11
400869319,2016,regular,9,Central Michigan,Kent State,400869319101967801,9,Field Goal Good,1,5,3,3,0,6,6,0,12,-9,5
400869472,2016,regular,9,NC State,Boston College,400869472102854501,12,Field Goal Good,2,5,3,3,0,12,3,0,15,-12,7
400869475,2016,regular,9,Louisville,Virginia,400869475101897901,4,Field Goal Good,1,3,3,3,0,0,6,0,6,-3,1
400869549,2016,regular,9,Houston,UCF,400869549101908301,7,Rushing Touchdown,1,3,3,7,0,6,3,0,9,-2,6
400869549,2016,regular,9,Houston,UCF,400869549101908301,7,Rushing Touchdown,1,3,7,7,0,6,3,0,9,-2,6
400869549,2016,regular,9,Houston,UCF,400869549102969301,13,Rushing Touchdown,2,11,10,14,3,12,3,0,15,-1,7
400869552,2016,regular,9,Memphis,Tulsa,400869552101907001,4,Rushing Touchdown,1,3,10,14,0,6,12,0,18,-4,4
400869552,2016,regular,9,Memphis,Tulsa,400869552101907001,4,Rushing Touchdown,1,3,14,14,0,6,12,0,18,-4,4
400869621,2016,regular,9,West Virginia,Oklahoma State,400869621101987401,10,Field Goal Good,1,4,3,6,3,0,15,0,15,-9,3
400869621,2016,regular,9,West Virginia,Oklahoma State,400869621102998401,16,Passing Touchdown,2,10,7,20,10,3,24,0,27,-7,3
400869621,2016,regular,9,West Virginia,Oklahoma State,400869621102998401,16,Passing Touchdown,2,10,10,20,10,3,24,0,27,-7,3
400868882,2016,regular,10,Baylor,TCU,400868882101946301,11,Field Goal Good,1,6,3,10,7,33,0,6,39,-29,18
400868882,2016,regular,10,Baylor,TCU,400868882102854401,15,Rushing Touchdown,2,8,7,17,7,39,3,6,48,-31,18
400868882,2016,regular,10,Baylor,TCU,400868882102854401,15,Rushing Touchdown,2,8,10,17,7,39,3,6,48,-31,18
400869045,2016,regular,10,Ole Miss,Georgia Southern,400869045101949101,9,Passing Touchdown,1,4,3,7,3,12,0,0,12,-5,8
